,filename,user0,user1,user2,user3,user4,user5,user6,user7,user8,user9,user10,user11,user12,user13,user14,user15,user16,user17,user18,user19,user20,user21,user22,user23,user24,user25,user26,user27,user28,user29,user30,user31,user32,user33,user34,user35,user36,user37,user38,user39,user40,user41,user42,user43,user44,user45,user46,user47,user48,user49,user50,user51,user52,user53,user54,user55,user56,user57,user58,user59,user60,user61
38,snippet39,4.0,8.0,7.0,0.0,4.0,0.0,10.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,6.0,0.0,5.0,9.0,7.0,8.0,0.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,4.0,0.0,8.0,5.0,4.0,4.0,0.0,5.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,8.0,6.0
39,snippet40,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,1.0,5.0,0.0,4.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,2.0,5.0,0.0,3.0,3.0,3.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,6.0
40,snippet41,4.0,7.0,6.0,0.0,8.0,0.0,9.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,0.0,0.0,6.0,0.0,6.0,7.0,5.0,7.0,0.0,4.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,5.0,6.0,0.0,6.0,4.0,4.0,8.0,0.0,7.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0
41,snippet42,5.0,3.0,4.0,0.0,3.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,6.0,0.0,8.0,6.0,5.0,5.0,0.0,3.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,10.0,5.0,0.0,6.0,2.0,5.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0
42,snippet43,8.0,8.0,2.0,0.0,5.0,0.0,9.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0,0.0,0.0,7.0,0.0,9.0,7.0,3.0,9.0,0.0,3.0,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,10.0,8.0,0.0,5.0,3.0,6.0,8.0,0.0,10.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,10.0
43,snippet44,5.0,6.0,0.0,0.0,6.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,6.0,0.0,6.0,6.0,3.0,7.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,6.0,3.0,0.0,2.0,3.0,4.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,7.0
44,snippet45,6.0,6.0,1.0,0.0,5.0,0.0,9.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,0.0,0.0,7.0,0.0,9.0,7.0,3.0,8.0,0.0,3.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,7.0,8.0,0.0,4.0,5.0,3.0,9.0,0.0,10.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,10.0
45,snippet46,5.0,4.0,4.0,0.0,6.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,5.0,0.0,8.0,5.0,3.0,7.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,5.0,4.0,0.0,4.0,4.0,5.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0
46,snippet47,4.0,7.0,5.0,0.0,4.0,0.0,6.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,0.0,0.0,4.0,0.0,7.0,6.0,3.0,7.0,0.0,4.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,7.0,4.0,0.0,6.0,4.0,5.0,5.0,0.0,7.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0
47,snippet48,4.0,8.0,7.0,0.0,10.0,0.0,9.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,5.0,0.0,5.0,6.0,8.0,7.0,0.0,4.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,7.0,3.0,0.0,8.0,6.0,4.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0
48,snippet49,3.0,3.0,2.0,0.0,5.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,8.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,3.0,0.0,6.0,5.0,3.0,3.0,0.0,8.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0
49,snippet50,5.0,8.0,5.0,0.0,9.0,0.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,8.0,0.0,2.0,7.0,3.0,8.0,0.0,6.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,3.0,0.0,7.0,8.0,4.0,4.0,0.0,5.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0
50,snippet51,6.0,8.0,7.0,0.0,9.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,9.0,0.0,5.0,8.0,9.0,9.0,0.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,8.0,3.0,0.0,8.0,9.0,4.0,5.0,0.0,5.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,6.0
51,snippet52,7.0,6.0,6.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,6.0,0.0,6.0,5.0,1.0,7.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,4.0,0.0,6.0,7.0,4.0,7.0,0.0,6.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,6.0
52,snippet53,6.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,7.0,0.0,7.0,6.0,2.0,8.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,10.0,5.0,0.0,5.0,7.0,4.0,8.0,0.0,9.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,7.0
