,doi,filename,year,readability_score
52,doi:10.7910/DVN/8OKVHY,mdr_politicization_appendix_figures.R,2018,5.737415095721606
53,doi:10.7910/DVN/8OKVHY,mdr_politicization_jop_bootstrap_figures.R,2018,5.706886911442197
54,doi:10.7910/DVN/8OKVHY,mdr_politicization_jop_mission_coding.R,2018,5.948659917763737
55,doi:10.7910/DVN/8OKVHY,mdr_politicization_rep_dem_barplots.R,2018,5.856337001463031
56,doi:10.7910/DVN/FTYHPJ,PartisanSymMeasures.analysis.R,2019,6.065625
57,doi:10.7910/DVN/FTYHPJ,PartisanSymMeasures.functions.R,2019,6.671432703036207
58,doi:10.7910/DVN/ERMN4H,replication code.R,2020,5.783333333333332
59,doi:10.7910/DVN/8TB7GO,evaluate_bounds.R,2019,5.8263686392224106
60,doi:10.7910/DVN/8TB7GO,example_simulations.R,2019,5.874920389895473
61,doi:10.7910/DVN/8TB7GO,generate_bounds_for_all_datasets.R,2019,5.994139567866952
62,doi:10.7910/DVN/8TB7GO,generate_figures.R,2019,5.850574448529412
63,doi:10.7910/DVN/PTPGED,GIGANTEA.R,2018,6.348840126934147
64,doi:10.7910/DVN/PTPGED,RunGenomeBasedModel.R,2018,5.767682765916637
65,doi:10.7910/DVN/JNFMNQ,JOP_table 3.R,2017,6.12048611111111
66,doi:10.7910/DVN/JNFMNQ,JOP_tables 1 and 2.R,2017,5.752654433394032
67,doi:10.7910/DVN/CDFEGV,GenMatchCode.R,2017,4.211111111111111
68,doi:10.7910/DVN/CDFEGV,funcs.R,2017,5.7694117647058825
69,doi:10.7910/DVN/YDCL7Z,cwhr_ii.r,2016,5.717739993258597
70,doi:10.7910/DVN/TWHEZ9,Campbell_Detecting_PA_2018_Replication.R,2018,5.7624445838843945
71,doi:10.7910/DVN/FCHU0J,1_lift_data_cleaner.R,2016,6.370177231353079
72,doi:10.7910/DVN/FCHU0J,2_demographics_data_cleaner.R,2016,6.674258474576272
73,doi:10.7910/DVN/FCHU0J,3_lift_and_demo_merge_data.R,2016,6.671432703036207
74,doi:10.7910/DVN/FCHU0J,4_demographics.R,2016,6.7195855458502525
75,doi:10.7910/DVN/FCHU0J,5_descriptives.R,2016,6.706309209804361
76,doi:10.7910/DVN/FCHU0J,6_NHST.R,2016,6.345045368886062
77,doi:10.7910/DVN/FCHU0J,fig1.R,2016,6.238876010450263
78,doi:10.7910/DVN/FCHU0J,fig2.R,2016,6.1032449622562845
79,doi:10.7910/DVN/FCHU0J,figP.R,2016,5.856337001463031
80,doi:10.7910/DVN/FCHU0J,figS.R,2016,6.558805541984543
81,doi:10.7910/DVN/GBRVWY,Syntax_Role_of_Governance.R,2020,4.675
82,doi:10.7910/DVN/4U6TQA,Online Appendix.R,2015,6.2210761780116455
83,doi:10.7910/DVN/4U6TQA,italycorrection.R,2015,3.4712643678160924
84,doi:10.7910/DVN/4U6TQA,no ties.R,2015,5.783466650306598
85,doi:10.7910/DVN/4U6TQA,parliamentary.R,2015,5.747855917667238
86,doi:10.7910/DVN/EHWM14,MunicipalAnalysis.R,2019,4.961096256684492
87,doi:10.7910/DVN/RXYHGK,Demo_Desenveco.R,2019,6.805519409776503
88,doi:10.7910/DVN/GXX1TS,adj.R,2019,6.345353518860709
89,doi:10.7910/DVN/GXX1TS,analysis.R,2019,5.688636363636364
90,doi:10.7910/DVN/DAC9NX,ei_cr_isq.R,2017,6.318535758212943
91,doi:10.7910/DVN/7ZZKC7,METEC_comparator.R,2020,5.323529411764706
92,doi:10.7910/DVN/7ZZKC7,METEC_equipment_groups.R,2020,6.0545355515943715
93,doi:10.7910/DVN/7ZZKC7,METEC_plotter.R,2020,5.856337001463031
94,doi:10.7910/DVN/7ZZKC7,METEC_replication_repairs.R,2020,5.5804681001188365
95,doi:10.7910/DVN/7ZZKC7,METEC_results_post.R,2020,5.679525958110517
96,doi:10.7910/DVN/7ZZKC7,sd_quadrature.R,2020,6.639278265028496
97,doi:10.7910/DVN/7ZZKC7,unit_conversions.R,2020,6.358733532565126
98,doi:10.7910/DVN/DCYDHS,spatial_lag_replication.R,2018,5.917874224556655
99,doi:10.7910/DVN/2RORMS,explore_spillovers_public.R,2019,5.4675535846267564
100,doi:10.7910/DVN/RTB1IG,BoomRCode.R,2017,5.7277380406669085
101,doi:10.7910/DVN/FSNEZY,smith-2019-boot-ames.R,2019,6.046359822657063
102,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-appendix-a.R,2019,6.069255471386606
103,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-appendix-b.R,2019,5.247712456048935
104,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-script.R,2019,5.358055995058304
105,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-tidy-output-functions.R,2019,6.318535758212943
106,doi:10.7910/DVN/FSNEZY,smith-2019-final-texreg-tables.R,2019,5.18469536241968
107,doi:10.7910/DVN/FSNEZY,smith-2019-final-visualizations.R,2019,6.299722609779064
108,doi:10.7910/DVN/IKDTPZ,gnt_analysis.R,2019,5.44776834344849
109,doi:10.7910/DVN/X1TGCJ,Hartman&Morse2017.r,2017,4.881675579322638
110,doi:10.7910/DVN/LBRAFG,Replication_Analysis_I.R,2019,6.037842440352574
111,doi:10.7910/DVN/LBRAFG,Replication_Analysis_II.R,2019,6.0492557768157615
112,doi:10.7910/DVN/LBRAFG,Replication_Analysis_II_Variable_Creation.R,2019,6.383066127905567
113,doi:10.7910/DVN/CECD9V,figure1.R,2018,6.258583439405104
114,doi:10.7910/DVN/CECD9V,figure2.R,2018,6.238636363636362
115,doi:10.7910/DVN/CECD9V,figure4.R,2018,6.26401021295089
116,doi:10.7910/DVN/EPBPMJ,19th Century Causal Ordering Replication.R,2020,5.880914960745468
117,doi:10.7910/DVN/EPBPMJ,Alternate Decades Replication.R,2020,6.085331414652449
118,doi:10.7910/DVN/EPBPMJ,Alternate Newspaper Table Replication.R,2020,5.972265866247718
119,doi:10.7910/DVN/EPBPMJ,Figure 1 Replication.R,2020,5.323529411764706
120,doi:10.7910/DVN/EPBPMJ,Figure 2 Replication.R,2020,5.930190532944771
121,doi:10.7910/DVN/EPBPMJ,Figure 3 Replication.R,2020,5.7694117647058825
122,doi:10.7910/DVN/EPBPMJ,Figure 4 Replication.R,2020,6.261413883735313
123,doi:10.7910/DVN/EPBPMJ,Newspaper Alternative Replication.R,2020,6.1509307188878815
124,doi:10.7910/DVN/EPBPMJ,PO Growth Replication.R,2020,6.003266710995908
125,doi:10.7910/DVN/EPBPMJ,PO over Time Replication.R,2020,6.007573804315115
126,doi:10.7910/DVN/EPBPMJ,Railroads Replication.R,2020,5.543408925132342
127,doi:10.7910/DVN/EPBPMJ,RegressionRunner.R,2020,5.337598916977259
128,doi:10.7910/DVN/EPBPMJ,Residualization Replication.R,2020,5.970220144059651
129,doi:10.7910/DVN/EPBPMJ,Voter Turnout Replication.R,2020,5.688450673620165
130,doi:10.7910/DVN/QE27H9,replication_script.R,2015,5.455230787461035
131,doi:10.7910/DVN/3DPSFR,anes-analysis.R,2017,5.865300552936487
132,doi:10.7910/DVN/3DPSFR,experiment-analysis.R,2017,5.7578342768834405
133,doi:10.7910/DVN/3DPSFR,sentiment-analysis.R,2017,6.484848484848484
134,doi:10.7910/DVN/ONSPYO,avgPredProbs.R,2018,6.256431886643653
135,doi:10.7910/DVN/ONSPYO,figureSI-1.R,2018,6.671873319019171
136,doi:10.7910/DVN/1SBYFJ,PSRM_Replication_Figures.R,2018,5.732317910599363
137,doi:10.7910/DVN/GOLMTC,plots_LATE.R,2016,5.816219763248606
138,doi:10.7910/DVN/GOLMTC,plots_RI_fourcases.R,2016,5.538629621394922
139,doi:10.7910/DVN/GOLMTC,plots_and_tables_balance.R,2016,3.885756519902862
140,doi:10.7910/DVN/GOLMTC,plots_forcing_variable.R,2016,5.358055995058304
141,doi:10.7910/DVN/GOLMTC,tables_1994_opinions.R,2016,6.121442392904918
142,doi:10.7910/DVN/OTHBVU,rohlfing_mindthegap.R,2016,4.842954746403024
143,doi:10.7910/DVN/2CS1VF,helperfunctions.R,2018,5.74896270687781
144,doi:10.7910/DVN/4QRUPR,Additional_Robustness.R,2017,5.713875464053206
145,doi:10.7910/DVN/4QRUPR,Analysis_YouGov.R,2017,4.909090909090909
146,doi:10.7910/DVN/4QRUPR,Analysis_socialization.R,2017,4.316666666666666
147,doi:10.7910/DVN/4QRUPR,Analysis_socialization_1973.R,2017,6.215632639958911
148,doi:10.7910/DVN/4QRUPR,Analysis_socialization_1997.R,2017,4.28125
149,doi:10.7910/DVN/4QRUPR,Exchangeable_Analysis_YouGov.R,2017,4.321694567627493
150,doi:10.7910/DVN/4QRUPR,Exchangeable_Analysis_socialization.R,2017,4.675359848484848
151,doi:10.7910/DVN/4QRUPR,Over-time_Graphs.R,2017,5.739415395787946
152,doi:10.7910/DVN/4QRUPR,Voter_file.R,2017,4.863398692810457
153,doi:10.7910/DVN/YETMOY,MLM_replication_2016_06_06_corrected.R,2018,6.244759508676353
154,doi:10.7910/DVN/L4LWMP,PS_M_weighting.R,2016,6.1032449622562845
155,doi:10.7910/DVN/L4LWMP,PS_M_weighting_SA.R,2016,6.164715376382325
156,doi:10.7910/DVN/L4LWMP,PS_SM_weighting.R,2016,6.350059054341933
157,doi:10.7910/DVN/L4LWMP,flu.R,2016,6.637052233116284
158,doi:10.7910/DVN/L4LWMP,swog.R,2016,6.4169838974408675
159,doi:10.7910/DVN/WUBZNL,Replication Code.R,2016,5.904536424201272
160,doi:10.7910/DVN/Z7P7RL,B-01-RScriptFigure1.R,2019,6.066666666666666
161,doi:10.7910/DVN/BSIFTF,Analysis.R,2019,5.842320258635611
162,doi:10.7910/DVN/BSIFTF,Appendix.R,2019,5.6474552574726
163,doi:10.7910/DVN/BSIFTF,Recoding.R,2019,5.822917080858053
164,doi:10.7910/DVN/SIPXCZ,classification.R,2016,6.1269731267650105
165,doi:10.7910/DVN/SIPXCZ,clean.R,2016,6.324210526315791
166,doi:10.7910/DVN/SIPXCZ,coverage.R,2016,6.353404129896813
167,doi:10.7910/DVN/SIPXCZ,dictionary.R,2016,5.774734147431516
168,doi:10.7910/DVN/SIPXCZ,draft_compare.R,2016,6.47257415962741
169,doi:10.7910/DVN/SIPXCZ,wordcloud.R,2016,6.2036266526960375
170,doi:10.7910/DVN/BGPIWF,01_models_plots_tables.R,2018,5.2616782414338985
171,doi:10.7910/DVN/BGPIWF,02_models_plots_tables_nlme.R,2018,4.771566861223426
172,doi:10.7910/DVN/BGPIWF,helper.R,2018,6.053856733743153
173,doi:10.7910/DVN/GVEKYP,ict.test.R,2019,5.6318708533490405
174,doi:10.7910/DVN/GVEKYP,interflex.R,2019,6.095821728312536
175,doi:10.7910/DVN/26905,altKrigCRF.R,2016,5.288346305177366
176,doi:10.7910/DVN/0EVV7C,circuit_court_composition.R,2016,6.088883417615718
177,doi:10.7910/DVN/0EVV7C,dem_control_shading.R,2016,6.5618792860519966
178,doi:10.7910/DVN/VLOHVI,code for rescuing intuitions.R,2016,6.063544891640865
179,doi:10.7910/DVN/IIYGGX,2008 CCES formatting for co-scaling.R,2016,6.310826848594678
180,doi:10.7910/DVN/IIYGGX,BAM_CCES2008_Senate analyses.R,2016,5.342592460890131
181,doi:10.7910/DVN/IIYGGX,BAM_CCES2008_Senate estimation.R,2016,5.720861280899936
182,doi:10.7910/DVN/IIYGGX,CCES sMSD mote carlo analyses.R,2016,6.065625
183,doi:10.7910/DVN/IIYGGX,CCES08 Ideal Run Analyses.R,2016,5.617616959064328
184,doi:10.7910/DVN/IIYGGX,CCES08 ideal estimates.R,2016,4.633333333333334
185,doi:10.7910/DVN/IIYGGX,SRS ideal estimation.R,2016,6.179974623557599
186,doi:10.7910/DVN/IIYGGX,SRS usevoter ideal estimation.R,2016,5.545834291632677
187,doi:10.7910/DVN/IIYGGX,data_processing.R,2016,5.0197147950089125
188,doi:10.7910/DVN/IIYGGX,heteroskedastic IRT Nresps simulations (WINDOWS).R,2016,6.441313320240594
189,doi:10.7910/DVN/IIYGGX,heteroskedastic IRT Nresps simulations figures.R,2016,6.0616208597758
190,doi:10.7910/DVN/IIYGGX,heteroskedastic IRT Nresps simulations.R,2016,6.40927507447865
191,doi:10.7910/DVN/IIYGGX,sMSD function.R,2016,6.621347402597403
192,doi:10.7910/DVN/IIYGGX,sMSD mote carlo analyses.R,2016,6.6096118729373385
193,doi:10.7910/DVN/IIYGGX,usevoter figures and tables small votes (hard and easy issue subsets).R,2016,4.463973063973064
194,doi:10.7910/DVN/IIYGGX,usevoter figures and tables.R,2016,5.614126559714793
195,doi:10.7910/DVN/IIYGGX,varying nresps figure.R,2016,5.562811287616649
196,doi:10.7910/DVN/IIYGGX,varying nresps simulations.R,2016,5.959803921568628
197,doi:10.7910/DVN/FQEMZU,civilsociety_figures.R,2018,6.05956527811568
198,doi:10.7910/DVN/FQEMZU,civilsociety_preparation.R,2018,6.6
199,doi:10.7910/DVN/ZJQZH5,Jan_Replication.R,2015,6.461274737167593
200,doi:10.7910/DVN/ZJQZH5,Mar_Replication.R,2015,6.296762150196584
201,doi:10.7910/DVN/XKMNAO,functions.R,2019,5.615739438880326
202,doi:10.7910/DVN/BE99YA,friendlyfire_replication.R,2018,5.679346117870359
203,doi:10.7910/DVN/NSTBR7,AKHIreproject.R,2020,5.856337001463031
204,doi:10.7910/DVN/VS3CG6,Cross_National_R_Code.R,2017,5.9346076210926215
205,doi:10.7910/DVN/VS3CG6,Main_Results_Replication_R.R,2017,5.766381578947367
206,doi:10.7910/DVN/U7MANI,Chinese Investment in Africa.R,2020,5.979868874431415
207,doi:10.7910/DVN/KIVXRA,CensorshipOpinionAnalysis.R,2018,6.003266710995908
208,doi:10.7910/DVN/KIVXRA,FinalTibetReplication.R,2018,5.970220144059651
209,doi:10.7910/DVN/KIVXRA,Qingming_Ch6.R,2018,5.2055010451150165
210,doi:10.7910/DVN/KIVXRA,SameDiffAnalysis.R,2018,5.751309143020445
211,doi:10.7910/DVN/KIVXRA,VPNCode_instaApp.R,2018,4.7712121212121215
212,doi:10.7910/DVN/KIVXRA,WeiboscopeAnalysis.R,2018,5.907666281151617
213,doi:10.7910/DVN/KIVXRA,WikipediaAnalysis.R,2018,5.537472766884531
214,doi:10.7910/DVN/JMPGZX,nba_stats_v3.R,2018,6.037842440352574
215,doi:10.7910/DVN/JMPGZX,nba_stats_v3_AWAY_GAMES_ONLY.R,2018,6.037738246725336
216,doi:10.7910/DVN/JMPGZX,nba_stats_v3_HOME_GAMES_ONLY.R,2018,6.037738246725336
217,doi:10.7910/DVN/JMPGZX,nba_stats_v3_LNTs_FREQ.R,2018,6.037738246725336
218,doi:10.7910/DVN/JMPGZX,nba_stats_v3_LNTs_INFREQ.R,2018,6.037738246725336
219,doi:10.7910/DVN/JMPGZX,nba_stats_v3_TIGHT_WINDOW.R,2018,6.037738246725336
220,doi:10.7910/DVN/OL3EVW,replication_code_01_spatial_analysis.R,2019,6.024121337182107
221,doi:10.7910/DVN/OL3EVW,replication_code_02_geocode_venue_italy.R,2019,6.024121337182107
222,doi:10.7910/DVN/OL3EVW,replication_code_03_prov_demographics.R,2019,5.7558426937543175
223,doi:10.7910/DVN/OL3EVW,replication_code_04_reg_demographics.R,2019,5.809355616135278
224,doi:10.7910/DVN/OL3EVW,replication_code_05_meetup_frequency.R,2019,5.701670189064253
225,doi:10.7910/DVN/QKGBSE,20180226_rethinking_map.R,2019,5.941360330023862
226,doi:10.7910/DVN/D5CQA7,R Script Reliability and Item Analysis.R,2017,6.3644492697109065
227,doi:10.7910/DVN/O2BK85,bias_variance.R,2017,5.624076265245439
228,doi:10.7910/DVN/RNMB1Q,AnalyzeSims.R,2016,5.659119360109637
229,doi:10.7910/DVN/RNMB1Q,BCH_LassoPlusOLS.R,2016,6.041555246404872
230,doi:10.7910/DVN/1B1MXY,Denmark_balCode.R,2019,4.633333333333334
231,doi:10.7910/DVN/1B1MXY,England_balCode.R,2019,5.367927753141166
232,doi:10.7910/DVN/1B1MXY,RCodes_Austria.R,2019,5.74896270687781
233,doi:10.7910/DVN/1B1MXY,RCodes_Bulgaria.R,2019,5.9331387025791305
234,doi:10.7910/DVN/1B1MXY,RCodes_Cyprus.R,2019,5.856337001463031
235,doi:10.7910/DVN/1B1MXY,RCodes_Czech.R,2019,5.680492529596348
236,doi:10.7910/DVN/1B1MXY,RCodes_Denmark.R,2019,5.74896270687781
237,doi:10.7910/DVN/1B1MXY,RCodes_England.R,2019,6.066666666666666
238,doi:10.7910/DVN/1B1MXY,RCodes_Estonia.R,2019,5.874920389895473
239,doi:10.7910/DVN/1B1MXY,RCodes_Finland.R,2019,5.874920389895473
240,doi:10.7910/DVN/1B1MXY,RCodes_France.R,2019,5.861117492995527
241,doi:10.7910/DVN/1B1MXY,RCodes_Germany.R,2019,5.663267543859649
242,doi:10.7910/DVN/1B1MXY,RCodes_Greece.R,2019,5.7558426937543175
243,doi:10.7910/DVN/1B1MXY,RCodes_Hungary.R,2019,5.930190532944771
244,doi:10.7910/DVN/1B1MXY,RCodes_Ireland.R,2019,5.8023148148148165
245,doi:10.7910/DVN/1B1MXY,RCodes_Italy.R,2019,5.739415395787946
246,doi:10.7910/DVN/1B1MXY,RCodes_Poland.R,2019,5.880424528301886
247,doi:10.7910/DVN/1B1MXY,RCodes_Portugal.R,2019,5.65027916367993
248,doi:10.7910/DVN/1B1MXY,RCodes_Slovakia.R,2019,5.839610667280563
249,doi:10.7910/DVN/1B1MXY,RCodes_Slovenia.R,2019,5.72211817248273
250,doi:10.7910/DVN/1B1MXY,RCodes_Spain.R,2019,5.792506335354871
251,doi:10.7910/DVN/1B1MXY,austria_cleaning_plus.R,2019,5.688850198449985
252,doi:10.7910/DVN/1B1MXY,bulgaria_cleaning_plus.R,2019,5.688850198449985
253,doi:10.7910/DVN/1B1MXY,croatia_cleaning_plus.R,2019,5.688850198449985
254,doi:10.7910/DVN/1B1MXY,cyprus_cleaning_plus.R,2019,5.675677965719774
255,doi:10.7910/DVN/1B1MXY,czech_cleaning_plus.R,2019,5.798653198653198
256,doi:10.7910/DVN/1B1MXY,denmark_cleaning_plus.R,2019,5.739415395787946
257,doi:10.7910/DVN/1B1MXY,england_cleaning_plus.R,2019,5.913636363636362
258,doi:10.7910/DVN/1B1MXY,estonia_cleaning_plus.R,2019,5.8847560975609765
259,doi:10.7910/DVN/1B1MXY,finland_cleaning_plus.R,2019,5.69828431372549
260,doi:10.7910/DVN/1B1MXY,france_cleaning_plus.R,2019,5.696467583755548
261,doi:10.7910/DVN/1B1MXY,germany_cleaning_plus.R,2019,5.688783140327763
262,doi:10.7910/DVN/1B1MXY,greece_cleaning_plus.R,2019,5.802065247347389
263,doi:10.7910/DVN/1B1MXY,hungary_cleaning_plus.R,2019,5.672780174230101
264,doi:10.7910/DVN/1B1MXY,ireland_cleaning_plus.R,2019,5.871374458874457
265,doi:10.7910/DVN/1B1MXY,italy_cleaning_plus.R,2019,5.739415395787946
266,doi:10.7910/DVN/1B1MXY,lituania_cleaning_plus.R,2019,5.672780174230101
267,doi:10.7910/DVN/1B1MXY,poland_cleaning_plus.R,2019,5.871374458874457
268,doi:10.7910/DVN/1B1MXY,portugal_cleaning_plus.R,2019,5.871374458874457
269,doi:10.7910/DVN/1B1MXY,romania_cleaning_plus.R,2019,5.696467583755548
270,doi:10.7910/DVN/1B1MXY,slovakia_cleaning_plus.R,2019,5.72211817248273
271,doi:10.7910/DVN/1B1MXY,slovenia_cleaning_plus.R,2019,5.684469696969696
272,doi:10.7910/DVN/1B1MXY,spain_cleaning_plus.R,2019,5.861117492995527
273,doi:10.7910/DVN/PQ7NZD,Vink et al_2019_replication_script_Figures.R,2019,6.0172841864018345
274,doi:10.7910/DVN/PQ7NZD,Vink_et_al_2019_dual_citizenship_dataset_preparation_R_script.R,2019,6.037738246725336
275,doi:10.7910/DVN/6QE7NN,CottrellLSQreplication.R,2019,5.907595464096844
276,doi:10.7910/DVN/TUUYLQ,script1_direct.R,2018,5.728593978680327
277,doi:10.7910/DVN/TUUYLQ,script2_dle.R,2018,4.909090909090909
278,doi:10.7910/DVN/FRPRDP,20190624 replication code.R,2019,5.323529411764706
279,doi:10.7910/DVN/I6DUQY,Figures Replication.R,2018,5.839610667280563
280,doi:10.7910/DVN/4XQUKB,Appendix_Matching.R,2018,6.1434936628422445
281,doi:10.7910/DVN/FAU3VR,JAGS_AR1.R,2017,5.564082517245627
282,doi:10.7910/DVN/3BSCKY,rcmodel_fig1.R,2017,6.238636363636362
283,doi:10.7910/DVN/PDPQFB,ANES_1970_supplement.R,2020,6.192124195759238
284,doi:10.7910/DVN/PDPQFB,ANES_coding.R,2020,6.299722609779064
285,doi:10.7910/DVN/PDPQFB,ANES_coding_forImputedDatasets.R,2020,6.0492557768157615
286,doi:10.7910/DVN/PDPQFB,ANES_coding_yearsOfSchooling.R,2020,5.902125987250061
287,doi:10.7910/DVN/PDPQFB,ANES_createImputedDatasets.R,2020,6.261413883735313
288,doi:10.7910/DVN/PDPQFB,ANES_stateYoungAugmentation.R,2020,6.05956527811568
289,doi:10.7910/DVN/PDPQFB,CSL_coding.R,2020,6.254818259468808
290,doi:10.7910/DVN/PDPQFB,Figure_1.R,2020,6.258583439405104
291,doi:10.7910/DVN/PDPQFB,Figure_2.R,2020,6.345241801779588
292,doi:10.7910/DVN/PDPQFB,Figure_3.R,2020,6.274487356545923
293,doi:10.7910/DVN/PDPQFB,Figure_A01.R,2020,6.2251365348399235
294,doi:10.7910/DVN/PDPQFB,Figure_A02.R,2020,6.21262052488914
295,doi:10.7910/DVN/PDPQFB,Figure_A03.R,2020,6.340449226880763
296,doi:10.7910/DVN/PDPQFB,Figure_A04.R,2020,6.029894885224056
297,doi:10.7910/DVN/PDPQFB,Figure_A06.R,2020,6.2251365348399235
298,doi:10.7910/DVN/PDPQFB,Figure_A08.R,2020,6.132948308963273
299,doi:10.7910/DVN/PDPQFB,Figure_A09.R,2020,6.085331414652449
300,doi:10.7910/DVN/PDPQFB,Figure_A11.R,2020,5.920535997815929
301,doi:10.7910/DVN/PDPQFB,Figure_A14.R,2020,5.904536424201272
302,doi:10.7910/DVN/PDPQFB,Figure_A15.R,2020,5.915454545454544
303,doi:10.7910/DVN/PDPQFB,Figure_A16.R,2020,6.324473937196204
304,doi:10.7910/DVN/PDPQFB,GSS_coding.R,2020,6.2891098484848476
305,doi:10.7910/DVN/PDPQFB,GSS_coding_forImputedDatasets.R,2020,6.258583439405104
306,doi:10.7910/DVN/PDPQFB,GSS_createImputedDatasets.R,2020,6.457414230444478
307,doi:10.7910/DVN/PDPQFB,GSS_makeDatasetForImputation.R,2020,6.2349648403275015
308,doi:10.7910/DVN/PDPQFB,IV_models.R,2020,6.533290261997888
309,doi:10.7910/DVN/PDPQFB,IV_setup.R,2020,6.724686664438503
310,doi:10.7910/DVN/PDPQFB,NES_StateRecode.R,2020,6.13219065659114
311,doi:10.7910/DVN/PDPQFB,Table_1.R,2020,5.871374458874457
312,doi:10.7910/DVN/PDPQFB,Table_A01-A06.R,2020,6.046359822657063
313,doi:10.7910/DVN/PDPQFB,Table_A07.R,2020,6.126143484005056
314,doi:10.7910/DVN/PDPQFB,Table_A08.R,2020,6.356067804283434
