ID,qualityrating,helpfulrating,friendlyrating,dearjake,answer,days
246,1,25,1,1,1,21
247,100,100,100,0,0,13
248,76,82,81,1,0,14
249,97,99,99,1,1,23
250,95,94,91,1,1,6
251,54,45,28,1,0,4
252,51,26,26,1,0,25
253,69,51,76,1,0,23
254,20,32,21,0,1,14
255,78,77,84,0,1,12
256,52,50,51,0,0,7
257,63,89,60,1,0,18
258,36,43,45,0,0,16
259,73,73,69,1,0,11
260,98,98,99,1,1,30
261,16,37,51,0,1,10
262,0,1,25,0,1,7
263,52,50,2,0,1,20
264,51,48,48,1,0,11
265,51,82,57,0,1,26
266,51,52,78,1,0,25
267,97,100,100,1,1,8
268,13,14,2,0,1,20
269,26,47,31,0,0,19
270,75,75,75,0,0,1
271,22,65,68,0,0,12
272,NA,76,51,0,0,2
273,45,67,51,0,0,20
274,63,89,51,1,1,27
275,85,89,50,1,0,9
276,51,76,39,0,0,12
277,52,52,51,1,1,7
278,51,50,50,1,0,23
279,100,100,55,0,0,7
280,53,72,52,0,0,28
281,80,98,86,1,0,24
282,63,75,49,1,1,13
283,50,44,48,0,0,4
284,51,51,50,1,1,2
285,68,70,41,1,0,21
286,59,51,49,1,0,4
287,26,26,27,1,1,7
288,95,66,54,1,1,25
289,51,52,41,1,1,20
290,28,51,51,0,1,3
291,100,100,51,0,1,15
292,52,23,74,0,0,30
293,90,62,78,0,1,14
294,50,50,53,1,1,12
295,100,98,100,1,1,19
296,20,57,7,0,1,13
297,44,59,51,1,1,3
298,84,67,75,1,1,9
299,4,4,17,0,0,12
300,52,52,50,1,1,12
301,60,76,51,0,1,7
302,17,21,26,0,0,9
303,39,44,34,0,1,29
304,79,69,70,1,1,9
305,23,31,24,0,0,21
306,27,50,51,1,1,25
307,27,36,25,1,0,13
308,80,79,80,1,1,23
309,50,51,31,1,0,30
310,36,47,21,1,1,16
311,1,26,1,0,0,22
312,69,64,58,1,1,25
313,5,0,5,1,1,21
314,30,6,2,0,0,4
315,91,93,82,1,0,1
316,51,51,51,1,0,9
317,51,52,50,0,1,4
318,50,86,50,0,1,21
319,39,52,16,1,1,17
320,59,56,57,1,1,30
321,58,64,59,1,1,2
322,52,52,52,1,1,24
323,17,17,6,0,1,16
324,50,62,50,0,0,15
325,67,76,35,0,0,23
326,67,75,76,0,1,5
327,27,29,50,0,0,5
328,50,55,71,0,1,17
329,39,35,53,1,1,14
330,32,63,42,0,0,18
331,34,50,31,0,0,10
332,72,94,67,1,1,29
333,36,23,29,1,0,29
334,100,60,85,0,1,7
335,36,51,4,0,0,23
336,NA,NA,NA,0,1,25
337,56,6,36,0,0,1
338,67,67,38,1,1,14
339,97,88,95,0,0,21
340,76,73,68,1,1,11
341,39,53,26,0,0,8
342,35,21,24,1,0,10
343,51,51,52,0,1,15
344,76,91,69,1,0,2
345,67,61,53,1,0,27
346,55,85,72,0,1,17
347,88,91,83,1,0,4
348,6,8,6,1,1,30
349,45,50,35,1,1,18
350,45,51,38,0,1,15
351,50,75,51,0,1,29
352,84,90,94,1,1,8
353,9,13,4,0,1,13
354,88,88,88,1,1,17
355,75,79,61,0,0,17
356,19,25,25,1,0,27
357,81,93,93,1,1,20
358,50,51,85,1,0,26
359,25,27,26,0,1,8
360,15,27,0,0,1,23
361,21,34,35,1,0,27
362,10,0,50,1,1,21
363,30,25,50,0,0,27
364,50,50,54,1,1,7
365,33,47,32,1,0,6
366,59,51,52,1,1,6
367,95,87,80,1,0,12
368,75,75,75,1,1,1
369,14,12,22,1,0,14
370,84,76,100,1,0,14
371,30,25,26,1,0,1
372,15,25,25,0,0,29
373,22,34,21,0,0,3
374,38,61,47,0,1,10
375,100,98,99,0,0,4
376,0,0,25,1,0,17
377,72,70,72,0,0,20
378,50,52,30,1,1,26
379,95,93,86,1,0,19
380,86,71,90,1,0,12
381,97,99,99,1,0,10
382,51,58,39,1,1,24
383,50,52,28,1,0,10
384,98,98,98,1,0,20
385,25,37,16,1,1,16
386,34,38,20,1,0,29
387,95,100,96,1,0,2
388,59,70,64,1,1,7
389,56,65,48,1,1,20
390,76,75,51,1,0,29
391,17,9,26,1,0,27
392,49,42,52,0,0,5
393,63,39,52,0,1,11
394,98,97,98,1,1,12
395,72,78,51,0,1,22
396,25,26,25,1,0,20
397,77,86,88,1,1,3
398,51,60,15,0,0,29
399,60,54,74,1,0,8
400,92,98,70,1,1,30
401,85,98,95,1,0,7
402,50,52,17,0,0,3
403,33,71,60,1,0,12
404,51,76,3,0,0,17
405,88,87,64,0,0,18
406,35,21,52,1,1,6
407,64,59,87,1,1,12
408,30,37,45,1,0,29
409,29,50,18,0,0,29
410,66,75,57,1,1,4
411,100,100,100,1,1,4
412,74,96,50,1,1,4
413,50,79,75,1,0,6
414,5,4,26,0,0,22
415,45,46,27,0,1,9
416,50,75,34,0,1,27
417,58,57,50,0,0,30
418,56,46,51,1,1,21
419,48,48,52,1,0,2
420,68,58,48,0,1,1
421,51,76,51,0,0,30
422,51,51,52,0,0,7
423,72,81,77,0,0,28
424,65,59,42,1,1,5
425,3,3,2,0,1,23
426,48,52,50,0,0,10
427,83,84,76,1,1,18
428,63,76,60,0,1,5
429,51,67,26,0,1,1
430,4,10,5,0,0,8
431,73,64,76,0,0,2
432,32,42,19,1,1,30
433,38,75,24,0,1,6
434,37,32,36,1,1,3
435,51,76,59,0,0,19
436,72,90,32,0,0,3
437,14,8,1,1,1,4
438,67,88,75,0,0,14
439,26,51,6,1,0,21
440,46,25,64,0,1,2
441,57,75,47,0,0,15
442,1,19,2,1,1,25
443,32,32,27,0,0,17
444,50,51,66,1,0,26
445,53,67,61,1,0,7
446,7,5,12,0,1,8
447,36,75,39,0,1,26
448,48,62,39,0,1,24
449,59,75,51,0,0,24
450,5,3,5,0,0,28
451,88,89,91,1,1,3
452,39,66,50,1,0,27
453,41,59,59,1,1,27
454,38,77,12,1,0,19
455,36,38,35,0,0,11
456,26,53,34,1,0,27
457,98,99,96,0,1,14
458,78,54,76,1,1,29
459,47,56,55,0,0,4
460,55,61,53,0,1,21
461,51,51,51,1,1,17
462,49,61,43,0,1,2
463,55,73,49,0,1,4
464,91,84,76,0,1,17
465,30,50,65,1,0,6
466,9,30,10,1,0,9
467,51,78,86,1,0,23
468,14,57,26,0,0,24
469,66,74,66,1,0,3
470,48,67,33,0,1,18
471,75,87,89,1,1,24
472,51,100,62,1,0,27
473,69,75,52,0,1,19
474,15,37,31,1,1,28
475,33,30,27,0,0,10
476,100,62,90,0,1,11
477,58,49,53,0,1,8
478,51,51,51,0,0,23
479,73,68,80,1,0,7
480,32,76,25,0,1,3
481,51,51,64,1,0,2
482,52,51,51,0,1,3
483,25,50,10,0,1,26
484,4,50,52,1,1,9
485,55,53,48,0,0,21
486,6,25,3,1,0,10
487,76,76,51,0,0,8
488,76,73,72,0,1,4
489,47,54,50,0,0,8
490,51,85,40,0,0,13
491,26,62,58,1,0,9
492,61,43,53,0,0,15
493,24,72,45,1,0,20
494,91,98,91,1,0,8
495,26,51,51,0,0,28
496,14,23,56,0,1,7
497,51,62,30,0,1,2
498,98,100,98,1,1,30
499,71,41,23,1,0,2
500,17,20,19,0,0,1
501,75,65,50,1,0,8
502,25,51,26,0,1,10
503,51,73,42,1,1,25
504,25,34,48,0,0,14
505,77,76,77,0,0,18
506,100,100,70,0,0,13
507,50,60,50,1,1,27
508,5,25,10,0,1,19
509,15,22,10,0,0,22
510,45,51,36,1,0,23
511,56,47,62,1,0,6
512,61,65,50,0,0,6
513,68,75,64,1,0,13
514,61,72,78,0,0,15
515,62,68,74,1,0,15
516,36,50,51,0,1,15
517,62,78,76,0,1,22
518,32,23,70,0,0,21
519,51,38,36,1,1,24
520,18,8,26,1,1,24
521,51,51,51,1,0,9
522,30,25,30,0,1,9
523,74,84,86,1,1,6
524,58,95,43,0,1,11
525,55,53,80,1,1,8
526,51,50,51,0,0,2
527,80,91,69,0,0,9
528,51,49,44,0,0,5
529,35,32,18,1,0,18
530,0,0,0,1,1,25
531,76,83,76,1,0,13
532,52,52,27,1,1,7
533,87,91,94,1,1,5
534,38,43,22,0,1,9
535,77,51,44,0,1,30
536,75,73,73,0,1,18
537,19,29,26,0,0,25
538,50,57,52,1,0,26
539,36,45,45,1,0,17
540,95,95,94,1,1,28
541,54,57,25,1,0,7
542,51,51,50,0,0,16
543,51,71,62,0,0,13
544,84,76,79,1,1,2
545,50,50,51,0,0,26
546,45,51,64,1,1,21
547,41,45,44,0,0,5
548,76,83,64,1,0,26
549,45,60,52,1,1,5
550,7,8,15,0,1,24
551,100,100,100,1,1,24
552,11,7,7,0,1,19
553,67,57,76,0,1,13
554,28,26,52,1,0,9
555,63,78,74,1,1,26
556,47,44,51,0,0,20
557,50,50,50,0,0,28
558,91,85,87,0,1,3
559,52,58,32,1,1,7
560,52,53,50,1,1,29
561,0,25,0,0,0,17
562,45,65,39,0,0,18
563,38,83,32,1,1,18
564,68,56,60,1,1,17
565,63,60,71,1,0,2
566,46,51,47,0,0,6
567,44,24,74,1,1,18
568,17,11,4,1,1,30
569,37,88,90,1,1,9
570,25,13,11,0,1,25
571,40,39,42,0,0,27
572,23,28,2,0,1,21
573,60,58,50,1,0,4
574,67,67,72,0,0,28
575,59,55,55,0,1,17
576,49,33,49,1,0,22
577,20,8,32,0,1,24
578,77,68,66,0,1,4
579,99,94,68,1,0,8
580,5,9,1,0,0,23
581,41,22,38,1,0,24
582,27,49,65,0,0,29
583,75,74,50,0,0,24
584,41,53,25,1,0,14
585,52,51,52,0,1,10
586,50,49,49,1,1,6
587,50,56,47,0,1,12
588,99,100,100,0,0,19
589,52,50,51,0,1,26
590,61,76,46,0,0,16
591,100,100,99,0,0,29
592,52,63,58,1,0,7
593,63,90,77,0,1,17
594,46,64,19,1,1,16
595,89,97,92,1,1,10
596,38,63,50,1,0,24
597,27,76,50,0,1,23
598,50,38,51,1,0,4
599,51,50,51,0,0,20
600,25,25,25,0,1,27
601,60,72,51,0,0,3
602,94,98,89,0,1,14
603,49,86,25,1,1,8
604,51,64,51,0,0,21
605,51,39,56,0,1,29
606,89,71,81,0,1,10
607,52,51,51,0,1,18
608,60,73,50,1,1,28
609,71,73,62,1,0,5
610,50,49,50,1,0,10
611,45,67,21,0,0,3
612,50,48,52,0,0,28
613,65,66,59,0,0,16
614,52,52,78,1,0,29
615,71,86,64,1,0,2
616,35,73,91,1,0,26
617,77,72,75,0,0,9
618,27,41,25,0,0,20
619,31,40,26,0,1,6
620,82,56,65,1,0,13
621,52,100,3,0,0,27
622,64,76,70,1,1,17
623,23,21,22,0,1,19
624,74,76,74,0,0,17
625,49,44,51,1,0,23
626,14,32,36,0,1,26
627,32,46,69,0,1,30
628,41,65,70,1,1,29
629,64,61,78,0,0,10
630,34,37,75,0,1,22
631,21,19,29,0,1,1
632,0,0,0,0,0,25
633,28,26,28,0,0,18
634,49,66,44,0,0,19
635,92,86,92,1,0,24
636,32,69,34,0,0,29
637,82,82,79,0,1,4
638,64,74,98,1,0,17
639,24,24,25,0,1,21
640,51,50,44,0,0,5
641,81,84,83,0,0,4
642,98,98,97,0,0,27
643,8,14,3,0,0,1
644,52,72,4,0,1,23
645,53,72,62,0,1,26
646,81,97,98,0,1,26
647,NA,NA,NA,1,0,21
648,82,90,75,0,1,20
649,49,51,40,0,0,2
650,55,48,40,1,0,22
651,51,50,51,0,0,26
652,41,63,36,1,0,19
653,50,51,51,1,1,24
654,65,61,63,1,0,15
655,85,88,77,0,0,13
656,62,53,52,0,0,28
657,76,90,64,1,1,6
658,92,90,84,0,1,30
659,75,76,76,1,0,7
660,32,7,53,0,0,18
661,60,67,64,1,0,4
662,78,83,51,1,0,29
663,36,50,38,0,0,28
664,11,26,10,0,0,23
665,NA,96,NA,1,1,27
666,1,22,6,0,1,28
667,100,100,100,1,1,17
668,50,51,42,1,1,9
669,75,66,72,0,0,25
670,51,100,51,0,0,17
671,64,91,85,1,0,9
672,50,76,26,0,1,26
673,51,50,51,1,0,16
674,52,26,52,1,1,9
675,93,94,97,1,1,12
676,3,4,3,0,0,24
677,66,87,63,1,1,6
678,64,60,64,0,0,20
679,51,51,51,1,1,11
680,82,90,89,1,0,12
681,77,76,76,1,1,27
682,73,73,50,0,0,23
683,80,100,51,1,1,19
684,38,51,26,0,1,13
685,58,58,58,1,1,27
686,65,82,87,1,1,27
687,53,73,57,1,0,11
688,2,0,3,0,1,10
689,63,84,75,1,0,26
690,73,99,6,0,0,4
691,67,77,61,0,1,12
692,18,60,39,0,0,28
693,51,77,68,1,1,22
694,49,52,54,0,0,14
695,50,52,27,1,1,1
696,16,2,5,0,0,1
697,97,100,100,1,0,10
698,83,73,56,1,0,12
699,46,59,41,1,1,14
700,94,93,69,1,1,7
701,37,53,14,0,1,15
702,35,49,23,0,0,26
703,20,20,19,0,1,9
704,53,66,52,1,1,10
705,21,29,51,0,1,13
706,2,48,31,0,1,22
707,25,25,30,0,0,14
708,6,25,10,1,0,23
709,24,22,42,0,0,8
710,57,65,44,0,1,18
711,81,66,72,1,0,5
712,77,3,3,1,1,16
713,50,95,77,1,0,28
714,90,82,94,1,1,13
715,38,36,44,1,0,19
716,72,57,67,1,1,27
717,62,60,61,1,0,15
718,63,65,69,0,0,4
719,79,100,51,0,0,24
720,69,74,77,0,1,21
721,75,82,76,1,0,9
722,51,50,51,0,0,7
723,63,50,47,1,0,29
724,62,76,76,1,0,2
725,51,71,38,0,0,3
726,75,72,32,1,0,5
727,46,47,44,0,1,11
728,88,81,81,0,1,24
729,76,72,74,1,0,18
730,15,18,42,1,0,30
731,86,98,77,0,1,19
732,49,37,50,1,1,12
733,93,97,82,0,1,9
734,29,24,26,1,0,7
735,31,26,21,1,1,5
736,68,63,49,0,0,9
737,91,98,70,0,1,28
738,26,51,18,1,1,19
739,49,50,52,0,0,24
740,95,96,94,1,1,29
741,51,67,51,1,1,21
742,77,80,82,1,0,24
743,53,99,98,0,0,17
744,94,92,92,1,0,13
745,72,83,74,1,0,7
746,66,75,58,0,1,8
747,28,14,11,0,1,18
748,4,2,2,0,1,25
749,8,18,6,1,1,17
750,70,76,51,0,0,6
751,99,99,98,0,0,13
752,65,37,37,1,1,11
753,62,74,52,0,1,27
754,51,76,3,0,0,14
755,50,63,50,0,1,12
756,8,7,13,0,0,29
757,57,67,63,1,0,14
758,50,51,24,0,1,13
759,30,24,27,0,1,22
760,29,28,51,1,0,16
761,88,95,85,1,1,6
762,70,76,76,1,1,9
763,46,39,36,0,1,1
764,51,51,51,0,0,18
765,51,70,45,0,0,18
766,90,90,70,0,0,10
767,53,52,51,0,0,14
768,41,42,26,1,1,5
769,30,42,26,0,0,7
770,57,58,33,0,1,4
771,54,52,52,1,1,23
772,17,2,16,0,0,4
773,82,81,51,0,0,30
774,77,72,78,1,0,13
775,46,36,47,1,1,25
776,77,0,1,1,1,7
777,11,16,69,1,0,14
778,51,63,57,1,0,17
779,99,98,99,1,0,24
780,37,75,47,0,1,7
781,36,45,53,1,0,7
782,5,8,9,1,0,12
783,20,54,16,1,0,19
784,42,52,54,1,0,2
785,66,61,10,0,0,29
786,71,88,91,0,1,1
787,32,76,26,0,0,1
788,48,61,44,0,0,4
789,75,75,74,1,1,3
790,51,76,52,0,1,13
791,37,51,34,0,1,20
792,14,8,52,0,1,28
793,27,25,26,1,1,21
794,53,64,75,1,0,13
795,34,37,36,0,0,17
796,56,68,44,0,0,19
797,97,97,99,0,0,21
798,84,81,81,1,1,29
799,56,72,55,1,1,27
800,51,60,26,0,0,7
801,26,25,60,1,0,28
802,99,100,99,0,1,14
803,33,50,25,0,0,3
804,95,95,98,1,1,2
805,84,93,84,1,1,4
806,52,56,29,1,1,6
807,82,51,66,0,0,19
808,99,99,100,1,0,27
809,51,52,51,1,1,30
810,59,31,71,1,0,25
811,56,42,70,0,0,30
812,87,85,85,1,0,28
813,51,51,52,1,1,1
814,57,57,51,0,1,4
815,63,72,23,1,0,21
816,50,50,50,0,1,3
817,61,66,52,0,1,6
818,76,98,66,1,0,11
819,75,76,74,1,1,22
820,78,64,54,1,0,1
821,51,51,51,0,1,22
822,51,67,33,0,1,10
823,19,26,3,0,0,16
824,52,50,51,0,0,25
825,47,26,33,1,0,10
826,66,65,63,1,0,29
827,92,86,84,1,1,19
828,99,92,73,0,1,1
829,42,46,43,0,0,23
830,98,100,51,0,0,2
831,81,69,68,0,1,21
832,35,50,14,0,0,7
833,53,49,52,0,1,1
834,85,88,75,1,1,6
835,33,31,32,1,1,23
836,50,50,50,0,1,5
837,49,46,41,0,1,5
838,82,88,84,0,1,29
839,60,58,56,1,1,14
840,88,92,92,0,1,21
841,76,100,76,0,1,9
842,52,52,28,1,1,24
843,77,99,52,0,0,6
844,1,0,0,0,1,17
845,48,47,58,1,0,29
846,17,25,23,0,1,5
847,52,51,51,0,0,1
848,26,50,25,1,1,9
849,93,96,95,1,0,14
850,57,58,59,0,0,13
851,100,100,100,1,1,20
852,51,52,53,1,1,22
853,90,83,91,0,1,14
854,76,76,76,1,0,7
855,51,51,51,0,0,1
856,51,51,51,0,0,16
857,69,67,68,0,1,17
858,26,25,52,1,1,25
859,75,77,51,0,1,21
860,51,51,64,0,1,24
861,82,77,78,1,0,2
862,27,37,27,1,0,8
863,91,91,88,0,1,28
864,29,51,31,1,0,2
865,59,57,41,0,1,7
866,61,59,59,1,1,14
867,51,83,44,1,0,23
868,48,50,26,0,1,1
869,94,95,92,1,0,3
870,75,58,82,1,1,17
871,50,51,46,1,1,15
872,39,60,26,0,0,2
873,50,59,17,0,1,10
874,51,51,69,1,1,6
875,4,5,0,0,1,29
876,76,76,76,1,1,15
877,50,77,10,0,0,11
878,72,66,70,0,0,20
879,24,11,36,1,0,26
880,2,2,9,0,1,17
881,85,90,75,1,0,3
882,0,8,35,0,1,7
883,20,22,17,1,0,16
884,0,10,2,0,0,16
885,19,22,20,0,1,29
886,77,77,75,1,0,16
887,38,39,19,0,0,8
888,52,51,51,1,1,16
889,24,29,18,0,0,8
890,5,3,4,0,0,22
891,83,84,74,1,0,29
892,11,4,34,1,1,22
893,50,23,72,1,0,20
894,18,20,19,1,0,4
895,66,75,77,1,1,12
896,43,57,53,0,1,19
897,73,81,77,1,0,16
898,49,74,47,0,1,30
899,4,26,9,1,1,4
900,82,92,93,1,1,12
901,52,52,52,1,1,1
902,39,35,29,0,0,23
903,52,50,52,1,0,2
904,53,53,30,0,0,7
905,91,100,97,0,1,13
906,51,100,25,1,0,15
907,94,97,97,0,1,26
908,47,65,39,0,0,22
909,79,71,73,1,1,14
910,100,100,100,0,1,9
911,61,60,77,1,1,14
912,93,98,93,1,1,20
913,83,84,84,0,0,16
914,58,54,59,0,0,13
915,65,59,73,1,0,23
916,43,50,39,0,0,26
917,51,72,51,0,0,8
918,94,85,96,1,1,1
919,42,83,51,0,0,20
920,50,70,50,1,1,6
921,45,58,66,1,0,23
922,49,51,51,1,1,15
923,96,91,89,0,1,21
924,83,94,60,0,0,25
925,55,77,42,1,1,28
926,44,52,29,0,0,9
927,63,63,50,0,1,11
928,34,48,28,0,1,10
929,52,60,42,0,1,19
930,74,74,73,0,1,13
931,52,77,63,1,0,11
932,0,4,5,0,1,30
933,90,76,51,1,0,15
934,77,80,78,1,1,23
935,86,85,70,1,0,1
936,77,43,76,0,1,23
937,80,82,87,1,1,13
938,91,99,92,1,0,1
939,51,51,51,0,1,6
940,21,33,19,0,1,10
941,72,54,44,0,0,27
942,91,84,94,1,1,19
943,55,60,55,0,0,9
944,70,75,75,1,0,19
945,50,50,50,0,1,30
946,98,99,97,1,0,14
947,45,36,74,1,0,21
948,50,75,58,0,1,4
949,26,39,4,0,1,24
950,78,77,79,1,0,21
951,78,80,84,1,1,12
952,10,7,9,1,0,10
953,34,51,25,0,1,26
954,51,51,42,0,1,2
955,51,17,51,1,1,2
956,66,76,67,0,1,13
957,16,35,32,0,1,3
958,41,48,32,1,1,23
959,60,67,62,1,1,5
960,4,4,3,0,0,17
961,32,34,37,0,1,15
962,60,67,71,1,0,3
963,26,26,26,1,0,10
964,54,58,65,1,1,18
965,52,29,73,1,0,11
966,25,36,46,1,0,27
967,50,53,34,1,0,17
968,34,38,50,1,1,20
969,49,51,51,0,0,14
970,52,50,51,0,0,21
971,37,52,26,1,0,16
972,1,1,2,1,0,23
973,31,23,34,1,0,8
974,49,70,30,0,1,19
975,37,57,66,0,0,14
976,10,10,38,1,0,20
977,53,47,50,0,1,20
978,41,64,26,0,0,14
979,53,43,33,0,0,14
980,58,55,54,0,0,8
981,68,61,23,1,0,2
982,98,99,98,0,0,9
983,50,99,49,0,1,28
984,39,34,37,1,1,4
985,40,38,25,1,1,26
986,97,99,99,0,1,20
987,63,66,68,0,0,18
988,70,38,82,1,0,7
989,7,5,6,0,0,14
990,26,71,42,0,0,12
991,69,63,45,0,1,19
992,67,89,48,1,0,9
993,95,90,80,0,1,14
